,listing_url,host_id,description,host_name,DISTRICTE,latitude,longitude,minimum_nights,last_review,calculated_host_listings_count,availability_365,NUMERO_REGISTRE_GENERALITAT,Tipo,TipoDescripcion,CODI_DISTRICTE,CODI_BARRI
2853,https://www.airbnb.com/rooms/22417397,7808064,"Comfortable and cosy room in a big and recent apartment situated in the heart of Barcelona near Sagrada Familia, Gracia (and bunker del Carmel, Parc del Guinardo). <br />Very spacious and Luminous. Located 1min from the metro (4 and 5), amazing sea view from the terrace. I have been using AIRBNB as a guest for many years and I will be looking forward to hosting and making people feel at home in this amazing apartment.<br /><br /><b>The space</b><br />I will be available for any question and always happy to help<br /><br /><b>Guest access</b><br />Guests have access to the living room with TV, the terrace with the beautiful views of the city and the sea, access to the kitchen where everything is ready for cooking and storing in the fridge. Theres is also a washing machine for your clothes",Kristopher,NOU BARRIS,41.42692,2.17392,1,2022-11-14,1,340,Nulo,0,Nulos-Ilegales,8,50.0
2857,https://www.airbnb.com/rooms/22442736,115505851,"Cosy double bedroom with private bathroom in the apartment opposite the Sagrada Familia. <br /><br />This is a small interior room with a double sofa bed, a wardrobe, a chair, some shelves and a window. Perfect for one person.<br /><br />Included in the price are<br />•	Private double room<br />•     Private bathroom <br />•	Wifi<br />•	Balcony/ terrace<br />•	Lift<br />•	Caretaker<br />       Washing machine (5€ per cycle)<br /><br />Not included in the price<br />- Cleaning service (40€ per week for longer stays)<br />- Heating/air-con<br /><br /><b>The space</b><br />The 85m2 flat is only one block away from the Sagrada Familia, on the fourth floor, with only one neighbour per floor in a building with a caretaker and a lift.<br />The flat has got lots of windows providing natural light throughout the day.<br /><br /><b>Guest access</b><br />Common areas include a spacious living room overlooking the Sagrada Familia cathedral, with a big sofa, rocking armchair, bookcase, flat screen ",Kaya,EIXAMPLE,41.40686,2.1781,7,2022-06-09,1,336,Nulo,0,Nulos-Ilegales,2,7.5
2912,https://www.airbnb.com/rooms/22275467,162769619,The bedroom is in a shared apartment and it had a window to the interior and also table work and an open wardrobe.<br />It is located in the El Clot neighborhood and about 7 minutes walk from the El Clot metro stop and 20 minutes walk from the beach and also near the Glories Shopping Center and next to the El Clot park.,Yao,SANT MARTÍ,41.40874,2.19275,1,2022-11-01,2,52,Nulo,0,Nulos-Ilegales,10,68.5
2939,https://www.airbnb.com/rooms/22746362,163279862,"Habitación amplia en un apartamento de 2 habitaciones. Tendrás una cama para ti mism@,  En esta habitación  se incluye la toalla y acceso a los espacios comunes como salón, cocina, baño y balcón.<br /><br /><b>The space</b><br />Techos altos , suelos de parquet, Disfrute de Barcelona de estar en el corazón de la ciudad , situado en la zona más típica de Barcelona<br /><br /><b>Guest access</b><br />acceso a la cocina para desayuno y cena. <br />- Nevera <br />- <br />- Tostadora<br /><br />Acceso a todas las áreas de la casa<br /><br /><b>Other things to note</b><br />Si hay algo más que le gustaría preguntar , por favor póngase en contacto conmigo , yo estaría muy feliz de ayudarle! Y de todos modos , le agradecería si pudiera ponerse en contacto conmigo con un pequeño mensaje antes de reservar , incluso si es sólo para presentarse ! Gracias !",Lucia,GRÀCIA,41.41014,2.1575,4,2022-10-03,2,364,Nulo,0,Nulos-Ilegales,6,30.0
2973,https://www.airbnb.com/rooms/23004383,34559172,"Cosy, fresh'n sunny Apartement, totally new! Room is detached and I've my own space. <br />Spacious , you can enjoy stone bathroom sick and private toilets, queen size bed, hight standing. Sunny private terrace. <br />Quite area located in the heights of Barcelona, to appreciate beauty of the panorama You can enjoy Calm and Nature of the city <br />10min walking from Bunkers and famous Guell Parc. <br />550m from metro station, connected with bus to city center   and to the beach , also a night bus.<br /><br /><b>The space</b><br />Views, quiet, private terrace, sunny, good bed!<br /><br /><b>Guest access</b><br />You have also access to the huge terrace, with mountain and sea views. There is table, chairs if you want to chill or to eat, but no access to private kitchen. Delivery or take away food is ok! <br />There is a little fridge in the veranda in the first floor that you can use. <br />I provide a kettle with tea and coffee. <br />Rest of the ground floor private.<br /><br /><b>O",Cristina,HORTA-GUINARDÓ,41.42024,2.15717,2,2022-10-29,1,21,Nulo,0,Nulos-Ilegales,7,38.0
2974,https://www.airbnb.com/rooms/23008556,18219353,Good Confortable room,Javier,LES CORTS,41.37653,2.11429,4,2022-08-22,2,70,Nulo,0,Nulos-Ilegales,4,20.0
2981,https://www.airbnb.com/rooms/23271728,173025752,"Habitación amplia con patio interior y baño completo privado con acceso a cocina equipada. Piso ubicado en el barrio de Poble sec.<br /><br /><b>The space</b><br />Piso en planta baja, muy amplio. Cuenta solo con una habitación para huéspedes con cama doble, acceso diré a patio interior y baño de uso privado. Ubicado en el céntrico barrio de Poble sec, a 11 km del Aeropuerto del Prat y 2 km de estación de Sants, con supermercado, farmacias, transporte público y todos los servicios básicos a pocos minutos. Zona con mucho ocio, bares, restaurantes y con posibilidad de ir andando a las Ramblas, Plaza España, Monjuic, Port Vell y otras localizaciones de interés a unos 10-20 minutos andando.<br /><br /><b>Guest access</b><br />Uso libre de la cocina y mesa comedor del salón.<br /><br /><b>Other things to note</b><br />El uso de lavadora es gratis en estancias a partir de 4 noches.",Marilenny,SANTS-MONTJUÏC,41.37309,2.16376,1,2022-11-20,1,281,Nulo,0,Nulos-Ilegales,3,14.5
3018,https://www.airbnb.com/rooms/23085264,24689391,"Bright and cozy double room with private balcony and amazing views over the whole city. Parquet floor and high ceiling. Located in the lively district of Raval right at the city center. Close to the main highlights of Barcelona like La Rambla, Palau Güell, Boqueria Marquet, Columbus Monument, Port Vell, Montjuic, etc. Between the underground lines Drassanes (L3) and Paral.lel (L2/L3), just 2 min walk. Really well connected with airport and train station. And walkable distance to the beach!",Adriano,CIUTAT VELLA,41.3757,2.17105,4,2022-11-29,1,293,Nulo,0,Nulos-Ilegales,1,2.5
3032,https://www.airbnb.com/rooms/23369368,18750668,"Private double room in the center of Barcelona, 1 minute from Sagrada Familia, 1 minute  from metro L2 and L5 (the metro stop Sagrada Família). Quiet area with many restaurants and shops and lots of activity during the day, but at night it is the most peaceful and pleasant neighborhood.<br /><br /><b>The space</b><br />The place is quite and private, you are at the place where everything is near and you can just walk and enjoy the city. The house is quite, no noise, you can rest during the night after a full day of adventures.<br /><br /><b>Guest access</b><br />You can use kitchen as per your need. You can use living room for eat and watching tv.",Dimitriy,EIXAMPLE,41.40598,2.17341,2,2022-10-30,1,289,Nulo,0,Nulos-Ilegales,2,7.5
3080,https://www.airbnb.com/rooms/23725943,103404930,"Beautiful room with double bed, perfect for a couple or a person with private bathroom and living room. Located in the Barcelona Art District, the Poblenou neighborhood, 5 minutes from the metro, and two streets from the beach. Everything you need is within walking distance, supermarkets, banks, cafes and restaurants.<br />(The room and bathroom are separated from the rest of the apartment to provide more privacy)<br /><br /><b>The space</b><br />The room and bathroom are in a separate area of the apartment, also has a private living room and TV to provide more privacy.<br />For your comfort and personal use you have at your disposal a refrigerator, microwave, coffee maker and toaster.<br /><br /><b>Other things to note</b><br />We are a family with a kid and a baby, and a nice dog",Helena,SANT MARTÍ,41.39549,2.19923,3,2022-11-17,1,155,Nulo,0,Nulos-Ilegales,10,68.5
3094,https://www.airbnb.com/rooms/24274447,104657074,"Building located in the traditional neighbourhood of Guinardo, near the nature, one of better place in Barcelona. Good energy and clean house and high quality throughout the stay, air conditioning. Terrace with sea views<br /><br /><b>The space</b><br />It is a space with all the necessary comforts for a pleasant stay.<br /><br /><b>Guest access</b><br />Living room, kitchen, terrace, your room, your bathroom<br /><br /><b>Other things to note</b><br />It is a cruelty free house, vegan/vegetarian kitchen<br />Inside the house we do not use street shoes",Inma,HORTA-GUINARDÓ,41.416178,2.159658,3,2022-12-04,2,181,Nulo,0,Nulos-Ilegales,7,38.0
3109,https://www.airbnb.com/rooms/24010679,15535606,"2nd BEST RATED IN BARCELONA 2021  . Private double room. Modern and stylish, in a high 6th floor new  apartment.  In the trendy area of Sant Antoni, Eixample, the center of Barcelona. Double bed of 150cm .Has a small terrace  to the best city's architecture district, in an area of shops, bars, restaurants . Two subway lines (L1 y L3). New bed and pillows for a perfect sleep in a silent room. Air conditioned. Smart TV WITH NETFLIX AND HBOMAX inc.  All our towels and bed linen are 100% cotton<br /><br /><b>The space</b><br />Carefull disinfection of surfaces with covid procedures.     New and very comfortable viscoelastic beds 150 cm wide and good pillows . Natural leather sofa. Smart Cable TV. Superfast Internet 50GB. Air conditioned. Nice modernist building views from the terrace. Wooden floors,  design furniture.. <br /><br />Cuidadosa desinfeccion de todas las superficies y especialmente en interruptores , mangos etc ... Sofá de piel natural reclinable. Camas y almohadas viscoelastic",Montse Jota,EIXAMPLE,41.37691,2.15558,2,2022-12-05,1,59,Nulo,0,Nulos-Ilegales,2,7.5
3170,https://www.airbnb.com/rooms/25050324,189375878,"Habitación cálida y tranquila. Muy cerca de la estación de Sants (450 metros)(Perfectamente comunicada con el centro por bus y metro y muy cerca también del principal centro comercial de Barcelona.<br /><br /><b>The space</b><br />Muy bien situado y comunicado para asistentes a ferias y congresos. Privacidad e independencia. Zona de compras sin el agobio del centro. Toda la información que precisen y que nosotros podamos ofrecer en materia de restaurantes, transportes y actividades lúdicas o deportivas.<br /><br /><b>Guest access</b><br />Además de su habitación y su baño privado, los huéspedes tendrán acceso a la cocina para desayunar,  al microondas y al frigorífico.<br /><br /><b>Other things to note</b><br />Los huéspedes pueden ser tan independientes como quieran, pero a nosotros nos encanta charlar y  si podemos, ayudar, a hacer la estancia mas agradable.",Pilar,LES CORTS,41.38615,2.13712,3,2022-11-27,1,31,Nulo,0,Nulos-Ilegales,4,20.0
3182,https://www.airbnb.com/rooms/24693785,129592063,"Very central, historic but modern apartment with all amenities. Guests love the peacefulness and zen energy of my place. The accessibility and safe location. Its cleanliness and that every detail has been thought through and put in place with love.<br /><br /><b>The space</b><br />+ Spacious 625 ft² period style but modern apartment <br />+ Double bedroom with comfortable high-end mattress (63”x80”)<br />+ Immaculately clean & disinfected <br />+ Including fresh bed linen & towels<br />+ Stable & ultra fast WiFi (500Mbps Fiber-Optic Internet)<br />+ Powerful A/C & heating<br />+ Modern bathroom with high pressure shower<br />+ Little Balcony with table & 2 chairs<br />+ 1st floor (no elevator)<br />+ Sofa in living room can be converted into Double Bed<br />+ High ceilings with original wooden beams<br />+ Fully equipped kitchen with dishwasher & Nespresso machine<br />+ Hair-dryer & iron<br />+ Washing machine & dryer <br /><br />The flat is in a pedestrian area and you might slightly",Ben,CIUTAT VELLA,41.38442,2.17784,5,2022-12-08,1,32,Nulo,0,Nulos-Ilegales,1,2.5
3196,https://www.airbnb.com/rooms/24747541,187095368,"Precioso apartamento/ático/solarium con terraza privada y hermosas vistas, con 3 ambientes, ubicado en el corazón de Barcelona, en la zona del Eixample. A pocos minutos caminando de Paseo de Gracia y Gran Vía. Totalmente equipado y recién remodelado, con muebles a estrenar ! <br />Luminoso! Desde la terraza se puede observar el Castillo de Montjuic, el Hotel W y la Torre Agbar. Ideal para relajarse luego de un día largo de turismo o negocio. No lo dudes! Escríbeme!<br /><br /><b>The space</b><br />Ubicado en una zona perfectamente comunicada con los principales puntos turísticos de ciudad. A pocos minutos caminando de Plaza España y cerca de la Estación Sants. Con todas las comodidades y muy luminoso. Con una terraza amplia. <br />El impuesto turístico no está incluido en el precio de la reserva: € 4,40 por adulto por noche (máximo 7 noches)<br />El registro de entrada después de las 22:00 horas tiene un suplemento de <br />€ 30.<br />Estancias superiores a 28 noches suministros no inc",Ingrid Y Alan,EIXAMPLE,41.38344,2.15387,4,2022-11-12,1,64,Nulo,0,Nulos-Ilegales,2,7.5
3197,https://www.airbnb.com/rooms/24747942,187099262,"Situado en pleno centro de la ciudad, en el barrio de Gracia, conocido por sus bonitas calles y su excelente gastronomía. A pocos minutos caminando de  la Rambla, Av. Diagonal y Paseo de Gracia. La estación de metro mas cercana es Fontana o Lesseps.<br /><br /><b>The space</b><br />Spacious and perfectly located Penthouse Apartment to travel around Barcelona, whith Private Terrace with beautiful views. 15 minutes walk from the Rambla , Av . Diagonal, Paseo de Gracia and Sagrada Familia.<br />The tourist tax is not included in the booking price ( € 4,40 per adult per night) . Check in after 10:00 pm and before 01:30 am It has an extra charge of € 30 . <br />Additional fees must be paid in cash at the check in time.<br /><br /><b>Guest access</b><br />Totalmente equipado con una capacidad para 3 personas. Cuenta con una cama doble de matrimonio y una cama individual. Espacioso con 3 ambientes diferentes, incluyendo una terraza privada con hermosas vistas al Tibidabo. Tiene aire acondicio",Ana,SARRIÀ-SANT GERVASI,41.4044,2.14765,4,2022-11-13,1,38,Nulo,0,Nulos-Ilegales,5,24.5
3207,https://www.airbnb.com/rooms/25219942,17514775,"Come to stay in a very sunny and peaceful rooms located very close to the amazing parc Güell (by Gaudi).<br /><br /><b>The space</b><br />If you like walking and do not mind the hills. Here you will relax enjoying the sunset after having a long day in the city.<br /><br /><b>Guest access</b><br />You will have a sharing bathroom<br />and also you will enjoy the terraces of the house.<br /><br /><b>Other things to note</b><br />We do not share the kitchen. However, you can use the refrigerator, kettle, microwave, dishes, spoons and glasses.",Dulce,GRÀCIA,41.41114,2.14992,2,2022-11-01,7,109,Nulo,0,Nulos-Ilegales,6,30.0
3211,https://www.airbnb.com/rooms/25499854,192438263,"Preciosa Suite con vistas para dos personas, con ducha integrada y WC reservado. Cuenta con TV, WIFI, mesa de trabajo y todas las comodidades necesárias para una estancia tranquila e inolvidable en el centro de la ciudad. Situado en pleno barrio Gótico y con una de las mejores vistas del centro de la ciudad, la tranquilidad y el relax estan asegurados en este espacio.",Javier,CIUTAT VELLA,41.38362,2.17968,1,2022-11-24,1,337,Nulo,0,Nulos-Ilegales,1,2.5
3304,https://www.airbnb.com/rooms/26706341,89386463,"This apartment is located in the heart of  Gracia district, considered the most ideal neighbourhood to live in BCN.<br />Rent this single interior room with a comfortable bed (possibility to open and convert to double bed),  quiet room  because the guest does not hear the street noise.<br />You'll enjoy the whole apartment during your stay and you  learn how the people from Barcelona live in our house.<br /><br />Included:<br />**Bed linen and towels.<br />**Shower gel, shampoo.<br />**Hair dryer.<br />** Wifi<br /><br /><b>The space</b><br />This apartment is located in the heart of  Gracia district, considered the most ideal neighbourhood to live in BCN.<br />Rent this single interior room with a comfortable bed (possibility to open and convert to double bed),  quiet room  because the guest does not hear the street noise.<br />You'll enjoy the whole apartment during your stay and learn how the people from Barcelona live in our house.<br /><br />Included:<br />**Bed linen and towels.<",Mireia,GRÀCIA,41.39992,2.15967,3,2022-11-24,1,347,Nulo,0,Nulos-Ilegales,6,30.0
3396,https://www.airbnb.com/rooms/27046863,61764639,"Cozy roon with balcony near Sagrada Familia.<br /><br /><b>The space</b><br />The apartment is very good situated and safe, 68m2 with everything you'll need- air con, bed linens, towels, kitchenware, Dolce Gusto coffee machine, DVD collection, washing machine and The apartment is spacious with lots of light and the two bedrooms have their own great balconies<br /><br /><b>Guest access</b><br />Full acess",Renato,EIXAMPLE,41.4023,2.18328,1,2022-11-06,2,72,Nulo,0,Nulos-Ilegales,2,7.5
3442,https://www.airbnb.com/rooms/27197710,15501841,"I offer single bedroom in my 2 bed apartment. Quiet and clean apartment shared with me only. Please note that this is not a party house, I only accept respectful, clean and honest guests. Lots of local restaurants near by. 10 min walk to pl España, walking distance to Gotico and RavalI. Please bring house shoes - apartment is shoe free. I will do my best to make you stay memorable. Hope to see you soon!",Kasia,EIXAMPLE,41.37768,2.15469,3,2022-11-13,1,288,Nulo,0,Nulos-Ilegales,2,7.5
3456,https://www.airbnb.com/rooms/27662195,41652525,"Piso con 4 habitaciones, cercana de Plaza de ESPAÑA, Camp Nou, Zona Universitaria, 10 min en metro Plaza Cataluña.Distante 5 manzanas del metro Linea 5( Azul) y 9(aeropuerto) y Linea 1 (Roja)<br /><br /><b>The space</b><br />El piso esta cerca de la calle comercial mas grande de Europa.En línea recta compone tres calles (Carretera de Collblanc/Carretera de Sants/Creu Coberta) Empieza en Collblanc y termina en Plaza de España.<br /><br /><b>Guest access</b><br />Zonas comunes: Lavabo, Cocina(microndas y nevera) y salon (solo para comidas) Los espacios, bien como los utensilios usados deben de ser dejados limpios conforme los han encontrado.No esta permitido cocinar.<br />La lavadora solo esta disponible para estancias superiores a 7 dias.<br /><br /><b>Other things to note</b><br />v  n  fx v5gvv cb xvvbxvcvcccc ff  x   b     v",Everton Luiz,SANTS-MONTJUÏC,41.3734,2.12574,1,2022-10-30,2,362,Nulo,0,Nulos-Ilegales,3,14.5
3793,https://www.airbnb.com/rooms/32031044,162769619,"It is located on  El Clot neighborhood almost in the intersecction Gran Via and Rambla del Pobleu from 20 mins walking to the beach and so good comumunicated (Glories and El Clot Metro Stations, Can Jaumandreu Tram station, Bus and Citys bikes station) also close to the Glories Mall and supermarkets and next to the El Clot park. The bedroom has a window toward inside and it has a queen bed.",Yao,SANT MARTÍ,41.40905,2.19268,1,2022-10-21,2,48,Nulo,0,Nulos-Ilegales,10,68.5
4141,https://www.airbnb.com/rooms/35255931,220790455,"My House is located in very center place 15 mintue walk to Beach 4 mintue walk to Market <br />Its very near to La Rambla, metro L3 stop Liceu.",Adrian,CIUTAT VELLA,41.37992,2.17386,2,2022-11-27,1,349,Nulo,0,Nulos-Ilegales,1,2.5
4173,https://www.airbnb.com/rooms/35176842,264905862,"Rooms are available to rent in this fantastic 6-bedroom apartment just a few minute's walk from Universitat de Barcelona in El Raval. The apartment is immaculate and stylish, and very spacious, and includes a huge terrace – living here you'll be the envy of your friends.<br /><br /><b>The space</b><br />""Sharing is caring"". Cozy space in the heart of Barcelona.",Joerg,CIUTAT VELLA,41.38328,2.16432,20,2022-10-31,10,310,Nulo,0,Nulos-Ilegales,1,2.5
4257,https://www.airbnb.com/rooms/36262639,129000409,"Located in the safe, modern neighborhood of Les Corts, the L'illa Charming 1BR Apartment with Terrace is the perfect place to experience everything Barcelona has to offer. A short walk to local shops, this area is an ideal spot for a midterm stay.<br /><br /><b>The space</b><br />Known for its casual-chic vibe, Les Corts is packed with fine dining restaurants, quaint cafes, local supermarkets, diverse art galleries - and best of all, L’illa Diagonal Shopping Mall, a cornucopia of shopping options that suit every taste and budget. To travel around the city, Entença metro station is 13 minutes' walk away, and bus stops are within close reach.<br /><br />Featuring a sunlit cozy balcony, the 1-bedroom apartment has been styled to create a contemporary and relaxing home environment. Fitted with 1 double bed, the apartment has a cosy living room with a double sofa bed and a flat-screen TV, for a maximum capacity of 4 people.<br /><br />The bathroom comes with a bathtub. Free toiletries are a",Olala Homes,LES CORTS,41.38934,2.13965,1,2022-06-13,28,212,Nulo,0,Nulos-Ilegales,4,20.0
4270,https://www.airbnb.com/rooms/35919397,221290207,Es amplio vive un gatito y dos mujeres es cómodo y fresco,Miriam,HORTA-GUINARDÓ,41.4257647,2.1724319,4,2022-11-02,1,365,Nulo,0,Nulos-Ilegales,7,38.0
4284,https://www.airbnb.com/rooms/37097906,2314990,"Spacious and quiet room in recently refurbished attic with a beautiful 25mt private terrace, perfect for chilling during the summer. Room includes a comfy double bed, desk, dresser and private closet directly infront of main door.  The flat has loads of light coming in from all sides and has high ceilings. It is in the trendy and very central Born district. All common areas are new and fully equipped and will be shared with me and my 2 kitties . External guests are not allowed.<br /><br /><b>The space</b><br />The building dates to the beginning of 20th century, and has been entirely restored in 2017 leaving al original Modernist elements in place. It is set in one of most vibrant neighborhoods of Barcelona, with loads of trendy shops, cafes, art galleries and museums at your door. <br />The Santa Caterina food market, an architectural and gastronomical gem is only 5 minutes away. If you enjoy parks the Ciutadela is 150 mt away. The beach is 1,3 km far. Both the  Picasso Museum and the",Raffaella,CIUTAT VELLA,41.387775,2.18213,7,2022-11-20,1,68,Nulo,0,Nulos-Ilegales,1,2.5
4303,https://www.airbnb.com/rooms/37140474,129000409,"In a tranquil corner of the Eixample neighborhood, the Eixample Luxury 2BR APT With Private Terrace is a hidden gem. Eixample is one of the most convenient and comfortable areas for a mid-term stay in Barcelona. Home to many local gourmet restaurant, hip bars and fashion brands, it’s also the most diverse in terms of dining, nightlife and shopping. To get around the city, the Universitat metro stop is just 6 minutes' walk away, and bus stops are within close reach.<br /><br /><b>The space</b><br />In true Meditarranean style, this 2-bedroom apartment is decorated with a creamy-white backdrop and relaxed neutrals. Uncluttered yet homey, the rooms are finished with wooden furniture and natural accent pieces. Accommodating 4 people max, the apartment is fitted with 1 king size bed with Sealy mattress and 1 double bed, as well as a spacious living-dining area with a flat-screen TV. From the living area, you will access a charming sunlit terrace with cosy outdoor furniture.<br /><br />There",Olala Homes,EIXAMPLE,41.38585,2.15929,1,2022-10-01,28,212,Nulo,0,Nulos-Ilegales,2,7.5
4465,https://www.airbnb.com/rooms/37985182,49440330,"Feel as you were at home in the very middle of Barcelona! Luminous, spacious amb fully equipped, will make your stay as confortable as it can be.<br />Well connected with public transport, although if you wish to walk for a while you'll be in the city center in 20 minuts.<br />On the oder, if what you want is sports, put on your sneakers and go off for a run around Montjuïc (5 minutes away) or set off to a popular seaside walk (20 minutes away).<br /><br /><b>The space</b><br />All the rooms have natural light and are very quiet. The apartment has Wi-Fi, TV, a/c and heating. You'll find 2 doble bedrooms with queen size bed and 2 single rooms. There are 2 fully furnished bathrooms, one of them with shower and one with bath.<br />The apartment also has a balcony where you can sunbathe while you relax.<br />The kitchen is fully equipped and, if you like to cook, you will enjoy a 5-burner stove ... do you dare to make a paella or a fideuá?<br /><br /><b>Guest access</b><br />Enjoy the apar",Sergi,EIXAMPLE,41.37837,2.15669,29,2022-11-12,1,268,Nulo,0,Nulos-Ilegales,2,7.5
4547,https://www.airbnb.com/rooms/39097253,10582310,"Идеальное местоположение! Отсюда легко добраться до самых важных мест. Много ресторанов, баров и кафе. 20 минут ходьбы до центра.",Mirabela,CIUTAT VELLA,41.37983,2.18982,7,2022-12-01,2,43,Nulo,0,Nulos-Ilegales,1,2.5
4569,https://www.airbnb.com/rooms/39153769,300342349,"piso con buena iluminacion, situado cerca parque Güell, cerca de la estacion de metro Alfonso X.",Marta,HORTA-GUINARDÓ,41.41641,2.16115,2,2022-11-13,1,362,Nulo,0,Nulos-Ilegales,7,38.0
4575,https://www.airbnb.com/rooms/39413350,5432336,Disfruta de la sencillez de este alojamiento tranquilo y céntrico.,Patricia,CIUTAT VELLA,41.38474,2.18222,1,2022-10-09,10,309,Nulo,0,Nulos-Ilegales,1,2.5
4604,https://www.airbnb.com/rooms/39549641,216464089,"Nuestras vistas de terraza son impresionantes!!!<br />Somos tres adultos y un perrito tranquilo en un acogedor ático dúplex de óptimas condiciones. Buscamos compartir nuestro espacio con una persona (máximo 2, en estancias cortas), responsable, limpia y de trato agradable. Estamos a 20 minutos del centro de Barcelona, en una zona silenciosa de la ciudad, ideal personas que buscan un buen descanso o que le agrade hacer caminatas de montaña.<br /><br /><b>Guest access</b><br />Cocina bien equipada, lavabo, salón comedor y terrazas (2)",Paola,HORTA-GUINARDÓ,41.42782,2.13251,3,2022-11-18,1,365,Nulo,0,Nulos-Ilegales,7,38.0
4735,https://www.airbnb.com/rooms/40689335,112442355,"My flat is a new flat in center of Barcelona . It’s super quiet. totally safe with  lobby man in entrance door and private lock of your room, it’s well  located at center 10 minutes walking to plaza Catalunya. 20 minutes walking to beach Barceloneta. It’s only one minutes to metro Tetuan by walk . Bus stop is front of door no need to walk ! The room has a window and enough light but it has interior view yet super quiet.",Marjan,EIXAMPLE,41.39532,2.178,2,2022-11-27,3,23,Nulo,0,Nulos-Ilegales,2,7.5
4908,https://www.airbnb.com/rooms/41781528,112442355,"My flat is a new modern flat in center of Barcelona  although it  super clean and quiet, totally safe with  lobby man in entrance door and private lock of your room, it’s well  located at center. I am sure you will confirm it soon . All photos are totally real photos which have been taken by my own normal iPhone camera. There is no exaggeration in photos.  This room had a grate view to street.",Marjan,EIXAMPLE,41.39469,2.17602,2,2022-10-30,3,29,Nulo,0,Nulos-Ilegales,2,7.5
5031,https://www.airbnb.com/rooms/42798402,49896352,"Mini estudio . totalmente privado en el bisiness centr de   Barcelona. a 10<br />min andando de <br />estacion de tren Sants Estacio. 20<br />min andando de Camp Now & Plaza España. <br />Tiny estudio near tren station Sants Estatio( 10 min by walking) 15 min to Plaza Espania,Camp Now. located in one of the best zones de Bcn. near metro Barcelona Sants.<br />Мини эстудия. в  пешей доступности от Пл Испании Камп Ноу и 10 мин до станции жд Барселона Сантс.рядом метро Барселона Сантс. цена одинакова для 1 или 2 персон.<br /><br /><b>Other things to note</b><br />in this dificult time we put small kitchen .now you can prepare some food inside the apartment . and there is big Tv.",Eva,LES CORTS,41.38311,2.13785,1,2022-11-21,6,365,Nulo,0,Nulos-Ilegales,4,20.0
5069,https://www.airbnb.com/rooms/42973221,321273659,"What we liked the most<br />Chilling out on the balcony — settle in and relax with a drink in the sun.<br />Entertaining guests — the living room has plenty of space to relax and catch up.<br />Exploring the botanical gardens — brave the climb to smell the flowers and look out over the city<br /><br />This is a beautiful 1st floor, 2-bedroom apartment on Carrer de la Font Honrada, Barcelona. It boasts a stylish and bright living room, which opens out onto a spacious balcony.<br /><br /><b>The space</b><br />The balcony is the perfect spot to relax after a long day.<br />The living room boasts beautiful style.<br />The area is quiet and cool due to the parks of Montjuïc",Liubov,EIXAMPLE,41.37536,2.15512,1,2022-12-07,2,308,Nulo,0,Nulos-Ilegales,2,7.5
5436,https://www.airbnb.com/rooms/45947245,129000409,"Located in the elegant yet lively Les Corts, Olala Les Corts Exclusive Apartment 4.9 offers all the comfort required for an enjoyable stay – within just a short walk to Plaça del Centre metro station. Blooming with parks and gardens to lose yourself in, Les Corts is also dotted with unique and historic squares where you can enjoy the tranquility.<br /><br /><b>The space</b><br />Located in the elegant yet lively Les Corts, Olala Les Corts Exclusive Apartment 4.9 offers all the comfort required for an enjoyable stay – within just a short walk to Plaça del Centre metro station. Blooming with parks and gardens to lose yourself in, Les Corts is also dotted with unique and historic squares where you can enjoy the tranquility. You will find exquisite international cuisines and mouth -watering gastropubs just around the corner. With groceries and supermarkets just steps away, this area has everything you need for a convenient lifestyle.<br /><br />Spacious and luminous, we have created a rela",Olala Homes,LES CORTS,41.38525,2.13767,1,2022-10-24,28,351,Nulo,0,Nulos-Ilegales,4,20.0
5587,https://www.airbnb.com/rooms/46581638,215065532,"Bright apartment, fully equiped, totally reformed and decorated in vanguardist style. The flat has everything you need for your stay in Barcelona. It is located in Gràcia, the bohemian district, perfect to move around all the city. Tourist License: HUTB-009575<br /><br />Apartamento muy luminoso, totalmente reformado y decorado al estilo más vanguardista. Piso con encanto, que dispone de todo lo que necesitas para tu estancia en Barcelona, con una ubicación ideal para desplazarse por toda la ciudad.",Marc,GRÀCIA,41.40053,2.15349,3,2022-11-21,2,293,Nulo,0,Nulos-Ilegales,6,30.0
5651,https://www.airbnb.com/rooms/47796543,14544418,"Fabuloso Apartamento en la zona mas exclusiva de la ciudad, Rambla de Cataluña,  con los mejores restaurantes y tiendas,<br /><br />El apartamento cuenta con techos altos con molduras y suelos de mosaico, considerados patrimonio protegido de la ciudad. cuenta con dos habitaciones dobles , salón con sofá cama, galería con balcón, zona de estudio, aire acondicionado calefacción...<br /><br />la finca dispone de servicio de portería<br /><br />incluye suministros limitados ( Agua, luz y gas) wifi  fibra 600<br /><br /><b>Other things to note</b><br />includes 100 euros of monthly supplies (water, electricity, internet, gas)/ incluye 100 euros de suministros mensuales (agua, luz, internet, gas)<br /><br />A supply of 300 euros per month is requested, in conception of water, electricity, gas expenses …/ se solicita un aprovisionamiento 300 euros mensuales , en concepción de gastos de agua luz gas …",Cristian,EIXAMPLE,41.3915,2.16367,1,2022-08-25,9,84,Nulo,0,Nulos-Ilegales,2,7.5
